name,hostname,borough,neighbourhood,roomtype,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
"Private, Clean and Comfortable NY",Amara,Queens,Astoria,Private room,70,7,34,1,140
Luxury Room in Landmark House,Caroline,Brooklyn,Prospect-Lefferts Gardens,Private room,85,1,40,10,293
Strivers Row Sanctuary in Harlem - Monthly,Joy,Manhattan,Harlem,Entire home/apt,110,30,128,2,314
One very large room two beds,Yvonne,Brooklyn,Bedford-Stuyvesant,Private room,65,3,2,2,365
4 bedroom 2Bath apt Maspeth Queens,Mike,Queens,Maspeth,Entire home/apt,200,4,24,2,157
Beautiful apt in the heart of LES,Golan,Manhattan,Chinatown,Entire home/apt,249,31,6,1,365
ON A BUDGET COZY IN BROOKLYN In NYC,Majar,Brooklyn,East New York,Private room,62,3,52,8,361
Private Room with adjoining bathroom,Theodore,Bronx,Williamsbridge,Private room,50,1,19,1,311
BLYN SPECIAL BUDGET PRICE IN  NYC,Majar,Brooklyn,East New York,Private room,62,3,48,8,340
1 rm @ 3BR loft williamsburg room 3,Joseph,Brooklyn,Greenpoint,Private room,50,2,13,3,282
1BR Apt in Murray Hill/Midtown,Murrel,Manhattan,Murray Hill,Private room,55,1,0,1,0
"Spacious Room, Central Location, Historic block.",Samuel,Manhattan,Harlem,Private room,71,2,64,2,18
Charming Room Near Central Park,Ellen,Manhattan,East Harlem,Private room,75,1,37,1,139
Charming Private Room with a View,Lynne,Brooklyn,Williamsburg,Private room,115,3,146,1,277
Williamsburg off Bedford/no extra $ for 2ppl!,Molly,Brooklyn,Williamsburg,Private room,82,2,144,1,0
SAFE BUDGET IN  Brooklyn  NYC,Majar,Brooklyn,East New York,Private room,75,3,34,8,341
CHARM Rm HAMILTON HEIGHTS Harlem,Shane,Manhattan,Harlem,Private room,60,3,101,1,340
"Modern, Light-Filled Apt in Chelsea/Meatpacking",Clay,Manhattan,Chelsea,Entire home/apt,200,7,11,1,11
The Top-Notch Top-Floor,Stephen,Brooklyn,Greenpoint,Private room,90,1,0,1,0
BROOKLYN FAVORITE VACATION HOME 2,Mr. Williams,Brooklyn,Park Slope,Entire home/apt,215,3,59,1,356
PRIVATE. ROOM  -  Midtown/Central Park,Ed &Alexa,Manhattan,Hell's Kitchen,Private room,100,2,244,1,52
Nice and quiet,Maria,Queens,Astoria,Private room,38,30,7,1,137
"Gorgeous, Family-Friendly, NYC Apt!",Emilia,Brooklyn,Bushwick,Entire home/apt,159,3,11,4,77
Your Own Private Room To Sleep In! BEAUTIFUL!,Rob,Brooklyn,Prospect-Lefferts Gardens,Private room,64,2,108,2,296
Gorgeous 1-2 bedroom(Prospect park),Ronak,Brooklyn,Windsor Terrace,Entire home/apt,125,15,53,1,5
Beautiful/Spacious 1 Bedroom in LES,Daniel,Manhattan,Lower East Side,Entire home/apt,120,4,182,1,72
Perfect cozy PRIVATE room!!,Koji & H,Manhattan,Chelsea,Private room,76,3,164,1,27
Cozy 1BD next to Central Park,Megan,Manhattan,Upper West Side,Private room,175,2,4,1,0
"VERY UNIQUE TOWNHOUSE in GREENPOINT, BROOKLYN",Robin,Brooklyn,Greenpoint,Private room,110,5,7,1,300
Private Room in the Heart of Greenpoint,Lindsey,Brooklyn,Greenpoint,Private room,75,1,69,2,49
"Comfort; Next to ""A"" express subway",Ric,Manhattan,Washington Heights,Private room,80,2,28,2,327
Cozy Private Room in Brooklyn NY,Sarah,Brooklyn,Greenpoint,Private room,110,4,2,1,0
Cosy Room in Great Location -W'burg,Alison,Brooklyn,Williamsburg,Private room,89,1,214,2,354
Sunny 1BR + Outdoor space [L line],Eydie,Brooklyn,Bushwick,Entire home/apt,110,3,23,1,67
Large sunny room queen bed &balcony,Amikole,Manhattan,Lower East Side,Private room,96,1,274,1,145
One Stop to TimesSQ Vacation Apt,Lydiah,Manhattan,Harlem,Entire home/apt,75,5,31,2,0
Top floor 1 bedroom soho/nolita,Raynald,Manhattan,Nolita,Entire home/apt,185,3,65,1,106
"Cozy private Basement studio,15mins  from the city",Patrick,Brooklyn,Flatbush,Entire home/apt,49,2,23,1,262
Corner High Rise Apartment - City Views,Liam,Manhattan,West Village,Entire home/apt,440,3,6,1,70
BIG BROOKLYN HOUSE TO LOVE,Amy,Brooklyn,Crown Heights,Entire home/apt,220,7,18,2,156
Financial District Oasis Room-1 Queen Bed,Kindra,Manhattan,Financial District,Private room,99,4,11,2,365
Midtwn E BEST LOCATION Priv Twin Rm 1 Loving Cat,Lynn,Manhattan,Murray Hill,Private room,85,1,135,1,15
Large private 1BR with backyard - Williamsburg,Isabelle,Brooklyn,Williamsburg,Entire home/apt,98,7,7,1,0
Large Room in Landmark House,Caroline,Brooklyn,Prospect-Lefferts Gardens,Private room,84,1,60,10,302
Cozy Room in Landmark House,Caroline,Brooklyn,Prospect-Lefferts Gardens,Private room,65,1,38,10,239
New Williamsburg 1B With Backyard,Todd,Brooklyn,Greenpoint,Entire home/apt,160,2,19,1,0
Sunny Room/private bath/ Brownstone,Deborah,Brooklyn,Park Slope,Private room,115,3,200,1,256
"Sunny, Large (Queen Bed) Private room in 2Bedroom",Helga,Manhattan,East Harlem,Private room,59,14,30,2,36
Private room in Midtown East,Alex,Manhattan,Midtown,Private room,119,2,27,1,325
"Sunny, Comfortable Space",Sophie,Brooklyn,Crown Heights,Entire home/apt,120,2,92,1,311
Duplex apartment with garden,Francesca,Manhattan,Upper West Side,Entire home/apt,439,5,79,2,154
Beautiful UES residence minutes from everything,Jay,Manhattan,Upper East Side,Private room,99,1,20,2,278
Hip Two Story BK Apt w/Private Yard,Clarissa & Rich,Brooklyn,Greenpoint,Entire home/apt,199,2,25,1,5
"Williamsburg Brooklyn, Parkside Penthouse NYC View",John,Brooklyn,Williamsburg,Private room,99,1,340,2,263
Private Family Home 2BR mins to Midtown Manhattan,Myrna And David,Queens,Astoria,Private room,195,3,231,1,304
Williamsburg Luxury- 30 days +,Lane,Brooklyn,Williamsburg,Entire home/apt,180,30,183,1,0
"Relaxing, serene room in NYC Apt",Paul,Queens,Long Island City,Private room,100,20,52,1,182
Lovely Suite in Historic Brownstone near Subway,Jay,Brooklyn,Bedford-Stuyvesant,Entire home/apt,115,2,210,2,106
Sunny 1BR Overlooking Prospect Park,Debbie,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,115,30,2,1,0
Sunny Floral Artist Apartment Chinatown LES,Krista,Manhattan,Two Bridges,Entire home/apt,180,3,18,1,72
Welcome to a beautiful Quiet Bronx.,Ronald,Bronx,Soundview,Private room,45,3,53,1,249
"LARGE PRIVATE BED + BATH, LES",Sarah,Manhattan,Lower East Side,Entire home/apt,300,2,65,1,350
Cozy NY-style 1BDRM Apartment UES.,Art,Manhattan,Upper East Side,Entire home/apt,90,80,20,1,203
Private room in East Harlem,Annabel,Manhattan,East Harlem,Private room,95,1,0,1,0
View of Empire State Building!,Tavia,Queens,Sunnyside,Entire home/apt,140,2,40,1,20
Studio in the Upper East Side ,Melissa,Manhattan,Upper East Side,Entire home/apt,123,5,14,1,0
High Floor apt.near Columbus Circle,Jon,Manhattan,Hell's Kitchen,Entire home/apt,200,2,119,1,216
Cozy Room in Astoria,Marinez,Queens,Astoria,Private room,100,3,4,2,364
Spacious Historic Williamsburg 2/1.5 Townhouse,Irie,Brooklyn,Williamsburg,Entire home/apt,250,3,144,1,128
Prime Williamsburg Large bedroom for 1or2 people,Charles,Brooklyn,Williamsburg,Private room,85,1,221,3,206
Charming One Bedroom,Timothy,Manhattan,Kips Bay,Entire home/apt,100,3,3,1,0
Spacious and Chic Times Square 1 Bedroom,Soren,Manhattan,Hell's Kitchen,Entire home/apt,109,2,26,1,139
Bohemian 2BR DuplexLoft in Brooklyn,Vida,Brooklyn,Greenpoint,Entire home/apt,159,30,6,52,310
1 Bedroom in Greenwich Village,James,Manhattan,Greenwich Village,Entire home/apt,260,5,13,1,167
"Chelsea NYC luxury 2 bed/2 bath, garden apt",Kris,Manhattan,Chelsea,Entire home/apt,555,3,111,1,191
"Spacious, Cozy NYC Apartment - 1 Minute to Subway!",Samantha,Manhattan,East Harlem,Private room,87,2,235,1,23
Affordable Clean Private Room NYC  ,Alex Nova York,Bronx,Mount Eden,Private room,43,2,11,1,338
UPPER EAST SIDE 1BR APT - CENTRAL,Carlos,Manhattan,Upper East Side,Entire home/apt,199,1,29,5,339
"Priv room in 3 bdrm apt - Room ""A""",Ryan,Manhattan,Harlem,Private room,90,2,17,3,177
"Modern, Sunny Duplex PENTHOUSE  w/ BALCONY",Dahlia,Brooklyn,Bedford-Stuyvesant,Entire home/apt,195,3,78,1,312
THE LINCOLN PARLOR,Althea,Brooklyn,Crown Heights,Entire home/apt,185,3,115,3,314
NYC Central Park family apt - 3bdr,Alexana,Manhattan,Upper West Side,Entire home/apt,400,7,19,1,46
Elegant 1b Near Everything,Yvonne,Manhattan,Chelsea,Entire home/apt,200,2,144,1,263
Big quiet Sunny room in Upper East Side,Aaron,Manhattan,East Harlem,Private room,100,1,41,2,355
Museum Mile Central Pk- Madison Ave,Lynne,Manhattan,Upper East Side,Entire home/apt,225,4,10,1,348
Brooklyn Stunning Event Space.,Maurice,Brooklyn,Crown Heights,Entire home/apt,450,1,9,3,364
"Sunny Room, Only 1 Block to Subway!",Angelo,Brooklyn,Bedford-Stuyvesant,Private room,80,3,112,2,0
BEST Bushwick 1 Bedroom - 15 min to Manhattan,Gordon,Brooklyn,Bushwick,Entire home/apt,89,4,123,2,18
Modern/Renovated/Best EV Location!!,Simon,Manhattan,East Village,Entire home/apt,179,4,127,1,17
Lovely Room in Awesome Apartment - Fun/Convenient,Yair,Manhattan,Chelsea,Private room,90,3,6,1,11
"2bd/2bth, drmn, 1 block from subway in LIC",Jeremy,Queens,Long Island City,Entire home/apt,275,7,0,1,0
Charming and Cozy Bedroom in Artists Colony,Beth,Brooklyn,Williamsburg,Private room,35,2,3,2,0
"10mins to Manhattan, 59th St, 17mins Times Square.",DeLex,Queens,Astoria,Private room,86,2,107,1,0
"Cozy 1 BR Apt - Sunnyside, Queens",David,Queens,Sunnyside,Entire home/apt,95,1,41,2,177
Charming Upper West Side 1 Bedroom,Edon,Manhattan,Upper West Side,Private room,116,1,43,1,0
Nice cozy bedroom with cool views in Hell's kit..!,Anthony,Manhattan,Hell's Kitchen,Private room,80,5,62,2,23
Newly Renovated East Village Private Guest Studio,S & G,Manhattan,East Village,Entire home/apt,110,1,233,2,17
Small Cozy Room Wifi & AC near JFK,Antonio,Queens,Woodhaven,Private room,29,2,386,3,50
Fully furnished 2 Bedrooms floor-through apartment,Sophie,Manhattan,Harlem,Entire home/apt,200,60,74,1,233
2000 sqf  Duplex in Townhouse,Francesca,Manhattan,Upper West Side,Entire home/apt,390,5,108,2,156
Space For guest,Aude,Manhattan,Battery Park City,Shared room,55,1,205,1,326
( Hostal ) 1 full size Mattress (Top Bunk),Fernando,Queens,Forest Hills,Shared room,75,5,63,5,19
Charming space in lively neighborhood.,Joseph,Brooklyn,Crown Heights,Private room,75,1,0,1,58
Sweet Apartment on Quiet Block,Liz,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,7,39,2,50
Sunny 1 bedroom In The Heart of NYC,Pk,Manhattan,Murray Hill,Private room,143,2,37,1,364
CELEBRATE NEW YEAR'S EVE IN NYC,Colleen,Manhattan,Midtown,Entire home/apt,250,3,1,1,0
Beautiful 1 bdrm in 2 bdrm apt,Allison,Brooklyn,Williamsburg,Private room,99,3,19,2,310
Charming 1BR  ,Zuffina,Manhattan,Harlem,Entire home/apt,150,3,50,1,152
LOFT Private Room - MOVIE THEATER/GYM/LAUNDRY/ROOF,Adriana,Brooklyn,Bedford-Stuyvesant,Private room,55,10,20,1,184
1800sf Urban Goddess Brooklyn Loft,Claudia,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,2,85,1,287
Bushwick Artist Loft - Cozy Room,Tom & Lily,Brooklyn,Bushwick,Private room,69,1,142,3,329
Suite Spot in Tribeca,Anne,Manhattan,Tribeca,Entire home/apt,184,4,22,1,12
Entire 1 Bedroom in Williamsburg,Mike,Brooklyn,Williamsburg,Entire home/apt,145,2,6,1,0
Classic Cool Comfortable LES,Rock,Manhattan,Lower East Side,Private room,100,3,210,1,256
"Private, Cozy Bedroom/ Barclay Ctr",Natasha,Brooklyn,Prospect-Lefferts Gardens,Private room,44,5,79,3,251
A quite nice bedroom in Greenpoint,Selim,Brooklyn,Greenpoint,Private room,70,3,0,1,0
CHIC NEW YORK OASIS WITH ROOF DECK!,Gilleon,Brooklyn,Bedford-Stuyvesant,Entire home/apt,185,1,0,1,0
Sunny and charming Soho 1 bedroom,Tanja,Manhattan,Nolita,Entire home/apt,225,3,10,1,0
2 BR Apt in Luxury Building - UES,Shane,Manhattan,Upper East Side,Entire home/apt,199,2,2,1,0
Harlem Oasis,Ephraim,Manhattan,Harlem,Private room,60,1,57,1,301
Private  Studio Museum Block UWS,Ana Maria,Manhattan,Upper West Side,Entire home/apt,175,3,258,1,235
Union Square/East Village Apartment,Ki,Manhattan,East Village,Entire home/apt,199,5,4,1,0
"Large, bright Williamsburg room",Ana,Brooklyn,Williamsburg,Private room,65,1,10,1,73
Effortlessly Chic WILLIAMSBURG BK,Cory,Brooklyn,Williamsburg,Entire home/apt,190,2,11,1,331
Charming Spacious 1 Bdrm Apt,Mike,Brooklyn,Crown Heights,Entire home/apt,107,3,143,1,23
NYC Super Cool East Village 1 BD,Maegan,Manhattan,East Village,Entire home/apt,150,1,26,1,0
Spacious center hall colonial,Donna,Staten Island,Woodrow,Entire home/apt,700,7,0,1,0
DOMINIQUE'S NY*Wanderlust room/Metro/Bronx Zoo/Gdn,Vie,Bronx,Co-op City,Private room,75,2,32,13,363
Private room with sleeping loft,Valerie,Brooklyn,Williamsburg,Private room,45,2,14,2,36
"Perfect Brooklyn Stay, Apt for 4",Isaac,Brooklyn,Park Slope,Entire home/apt,179,2,15,1,0
YOUR  PRIVATE COZY 1Br + 15min from Manhattan,John,Queens,Sunnyside,Entire home/apt,110,1,92,2,147
Industrial Modern 1 Bedroom - Prime Williamsburg,Lauren,Brooklyn,Williamsburg,Entire home/apt,245,2,14,1,65
Huuuge Sunny Central Park REAL 2 bedroom 1.5 baths,Lo,Manhattan,Midtown,Entire home/apt,799,6,40,1,365
Near Subway Sunny Spacious Room in NYC,Katy,Manhattan,Morningside Heights,Private room,100,2,12,1,252
nice room in bedstuy B,Randy,Brooklyn,Bedford-Stuyvesant,Private room,61,1,71,15,314
Flat Iron 2BD Beautiful Apt ,Krista,Manhattan,Flatiron District,Entire home/apt,475,1,0,1,0
Brooklyn Heights One Bedroom Loft,Sherief,Brooklyn,Brooklyn Heights,Entire home/apt,275,5,16,1,12
Mayor's Mansion - Fort Greene,Claudia And Leo,Brooklyn,Fort Greene,Entire home/apt,250,4,134,1,222
Bright and Airy Brooklyn Loft,Allison,Brooklyn,Williamsburg,Entire home/apt,120,3,2,1,0
Stunning  Limestone  1 Bdrm Flat,Danielle,Brooklyn,Crown Heights,Entire home/apt,135,3,190,1,267
"SUNNY,SUPER CLEAN WEST VILLAGE  APT",Hakan,Manhattan,West Village,Entire home/apt,199,10,4,1,3
Queen size room in Brooklyn,Christine,Brooklyn,Bedford-Stuyvesant,Private room,75,1,19,5,289
Invitation to travelers,Christine,Brooklyn,Bedford-Stuyvesant,Private room,75,7,30,5,216
"Priv room in 3 bdrm apt - Room ""B""",Ryan,Manhattan,East Harlem,Private room,75,3,22,3,177
R & R In Harlem,Na'Im,Manhattan,Harlem,Private room,140,1,0,1,365
Private Room,Brian,Manhattan,Chelsea,Private room,90,30,83,1,282
Spacious Parkside View Bedroom,Jennifer,Manhattan,Harlem,Private room,80,1,1,1,0
East Williamsburg Clean Apartment,Nikki,Brooklyn,Williamsburg,Entire home/apt,115,2,2,1,0
Enjoy Harlem Renassiance Sunny Room,Andre,Manhattan,Harlem,Private room,60,1,93,3,358
"Large, Private 1BR in Noho/Nolita/Soho",Drew,Manhattan,NoHo,Entire home/apt,175,2,25,1,273
Urban Jungle in Bedford Stuyvesant,Eric,Brooklyn,Bushwick,Entire home/apt,125,2,240,2,242
":: Spacious 1bedroom, great loca ::",Ilana,Manhattan,Gramercy,Entire home/apt,185,1,80,1,0
Peaceful Oasis. 25 mins. Manhattan,Carlos,Queens,Briarwood,Private room,56,5,80,2,298
Skylight BR in Gorgeous Rooftop Apt,Charisse,Brooklyn,Bushwick,Private room,64,1,336,1,133
Amazing views in Williamsburg Condo,Mark,Brooklyn,Williamsburg,Entire home/apt,300,2,10,1,214
HUGE 2bdrm LOFT in NOHO/East Vill!,Liam,Manhattan,NoHo,Entire home/apt,455,30,93,2,332
Budget Friendly & Spacious,Nancy,Brooklyn,Canarsie,Private room,37,5,54,5,353
Urban Cottage in Williamsburg BK,Michael,Brooklyn,Williamsburg,Entire home/apt,193,3,164,2,256
Private room in sunny Bedstuy apartment,Michael,Brooklyn,Bedford-Stuyvesant,Private room,53,3,35,1,113
Large Comfortable Studio in Chelsea,Nayef,Manhattan,Chelsea,Entire home/apt,161,2,8,1,0
Gorgeous large 1 bedroom apt for March- April.,Marek,Manhattan,Washington Heights,Entire home/apt,99,7,3,1,0
Large 2BR apartment East Village,Chris,Manhattan,East Village,Entire home/apt,420,1,53,3,250
Large 1 BR apartment in the LES!,Leo,Manhattan,Lower East Side,Entire home/apt,92,2,0,1,0
LOCATION LOCATION LOCATION Abigail,Liz,Manhattan,Gramercy,Entire home/apt,195,30,104,4,333
"Lovely Bedroom - Bed Stuy, Brooklyn",Jenelle & Michael,Brooklyn,Bedford-Stuyvesant,Private room,81,1,36,1,0
Just like home & more in Rm #2,Emmett,Manhattan,Harlem,Private room,65,7,9,2,332
Huge Room with Private Bathroom,Lana,Brooklyn,Flatbush,Private room,70,3,3,1,188
2 bdr NYC duplex w balcony,Aimee,Manhattan,Gramercy,Entire home/apt,400,2,40,1,190
Bright & cosy 1 bedroom apartment,Ines,Brooklyn,Williamsburg,Entire home/apt,170,3,61,1,190
••BEST Manhattan Downtown Location!!••,Jessica,Manhattan,East Village,Entire home/apt,175,2,53,2,0
Cool and spacious room-Approx 150 yard from LTrain,Michael,Brooklyn,Bushwick,Private room,41,3,7,1,0
Brownstone Penthouse Apartment,David,Manhattan,Harlem,Entire home/apt,149,4,35,1,16
Heart of Williamsburg,Emily,Brooklyn,Williamsburg,Private room,87,3,85,2,38
Luxury Contemporary Central Home,Ian,Manhattan,Chelsea,Entire home/apt,300,5,0,1,0
"Washer, Marble Bath, Yard near Subways, High Line",Michael,Manhattan,Chelsea,Entire home/apt,92,110,13,19,327
Bushwick / Bed Sty Retreat,Brian,Brooklyn,Bedford-Stuyvesant,Private room,85,2,0,1,0
Great Apt-Heart of East Village! ,Sinead,Manhattan,East Village,Entire home/apt,150,1,0,1,0
Modern Waterfront 2Bed Williamsburg,Cris,Brooklyn,Williamsburg,Entire home/apt,300,5,14,1,188
"1B in NYC - East Village, Manhattan",Gwen,Manhattan,Stuyvesant Town,Entire home/apt,139,5,27,1,0
Cozy spacious 1 bed in Murray Hill,Taran Pal,Manhattan,Kips Bay,Private room,90,3,12,3,0
Large Eco bedroom on the River,Y&Y,Manhattan,Kips Bay,Private room,118,5,51,1,201
SPECIAL NEW YEAR'S LUXURIOUS MANHATTAN APT,Lois,Manhattan,Midtown,Entire home/apt,295,2,0,1,0
HappyCozy GuestSuite w/ Great Energy close to JFK,Megan,Brooklyn,Cypress Hills,Entire home/apt,125,1,319,1,357
Self contained ground level apt,Mick,Brooklyn,Bedford-Stuyvesant,Entire home/apt,122,7,122,2,364
Spacious Midtown Manhattan room,Ayse Sera,Manhattan,Midtown,Entire home/apt,280,3,21,1,98
Renovated Studio Midtown East,Evan & Maria,Manhattan,Midtown,Entire home/apt,215,4,130,2,270
Lux Doorman by 11 trains,Reginald,Brooklyn,Boerum Hill,Private room,89,90,47,1,365
Clean Cute and Cozy Harlem Apt,Teresa,Manhattan,Harlem,Private room,130,1,1,2,0
"Serene, Authentic Artist's Loft",Kali,Brooklyn,Bushwick,Entire home/apt,201,2,8,1,177
Cosy Brooklyn NYC One Bedroom in Garden Level,Carol-Anne,Brooklyn,East Flatbush,Private room,119,2,23,1,311
East Village - 180º City View & Private Balcony,Esther & Aaron,Manhattan,East Village,Entire home/apt,103,2,29,1,55
Park Slope Bedroom in Eccentric New York Apartment,Frederick,Brooklyn,South Slope,Private room,72,2,166,1,78
Beautiful 1BR in East Village!,Camille,Manhattan,East Village,Entire home/apt,169,5,9,1,0
AUTHENTIC TRIBECA LOFT NEAR SOHO,Genevieve,Manhattan,Tribeca,Entire home/apt,240,3,60,1,348
Beautiful BK 1 Block From Subway,Shane,Brooklyn,Carroll Gardens,Entire home/apt,180,2,29,1,45
Beautiful warm duplex apartment,Mick,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,7,108,2,359
Great Manhattan apartment,Roberto,Manhattan,Morningside Heights,Entire home/apt,120,5,4,1,0
Luxurious Brownstone Duplex w Outdoor Space,Will And Jo,Brooklyn,Bedford-Stuyvesant,Entire home/apt,345,3,181,2,213
Studio in the Family Brownstone,Dorcas,Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,3,134,1,281
"Pre-War - Subway,Park's & Museum's",Kimberly,Manhattan,Upper East Side,Entire home/apt,550,1,0,1,0
Unshared Apt Cozy One Bedroom,Sherry,Manhattan,Harlem,Entire home/apt,150,5,29,1,260
"Hip, Brick East Village Apartment",Peter,Manhattan,East Village,Private room,95,3,97,1,11
Private room in Center of Manhattan,Anthony,Manhattan,Hell's Kitchen,Private room,90,1,61,1,316
Labor Day in Brooklyn Room Stay,Jay,Brooklyn,Crown Heights,Private room,175,5,0,1,359
1BR Priv. East Village Apt Sleeps 4,Ross,Manhattan,East Village,Entire home/apt,225,3,10,1,0
Luxury Apartment a walk to the park,Amber,Manhattan,Upper East Side,Entire home/apt,240,5,6,1,0
Prime East Village Spacious 1 BED,Amanda,Manhattan,East Village,Entire home/apt,150,4,43,1,188
Affordable Private Room in NYC! ,Alex,Manhattan,Washington Heights,Private room,44,3,79,1,191
Carol,Jessica,Manhattan,East Village,Private room,1700,1,0,1,0
1 BR Penthouse with Private Terrace,Kristie,Manhattan,Upper West Side,Entire home/apt,299,4,38,1,3
2nd@THROOP MANSION ,Kris,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,1,93,1,0
"2 Br Condo: Elegant, Amazing Views!",Coats,Manhattan,Hell's Kitchen,Entire home/apt,525,5,42,1,80
3+ Bedroom Steps to Park Avenue,David,Manhattan,Upper East Side,Entire home/apt,600,3,46,1,210
Private bedroom in awesome loft apt,J.D. & Stephanie,Brooklyn,Williamsburg,Private room,88,1,220,2,100
Harlem 1BR - 3 blocks to subway!,Abby,Manhattan,Harlem,Entire home/apt,139,5,0,1,0
1 BR in Luxury Chelsea Doorman Bldg,Brian,Manhattan,Chelsea,Entire home/apt,200,2,2,1,0
Cozy & Sunny central Manhattan APT!,Mich,Manhattan,Midtown,Entire home/apt,100,2,19,1,0
West Village/SOHO Pretty Apartment,Melissa,Manhattan,SoHo,Entire home/apt,209,2,7,1,265
Carroll Gardens Brownstone Flat,Mary,Brooklyn,Carroll Gardens,Entire home/apt,240,3,14,1,199
